topword	middleword	bottomword	chose_topword
 gentle	a story	a boot	1
a story	 gentle	 powerful	0
a family	 powerful	 gentle	1
 powerful	a family	a month	0
to deceive	 thick	a corner	0
a leg	a corner	 thick	1
a corner	a leg	to choose	1
 famous	 weak	a corner	1
 weak	 famous	 hair	0
black	 hair	 famous	1
 hair	black	a teacher	1
to melt	black	a teacher	0
pink	a teacher	black	0
to read	to add	a cheek	1
to add	to read	a grandfather	0
a month	a grandfather	to read	0
to steal	a nest	a shirt	1
a nest	to steal	 life	1
to carry	 sad	a chair	0
a nest	a chair	 sad	1
a chair	a nest	to steal	1
to eat	a reason	to forget	0
a cheek	to forget	a reason	0
to win	 chest	 power	0
 pain	 power	 chest	1
 power	 pain	 clothes	0
a reason	 clothes	 pain	1
 clothes	a reason	to eat	1
to believe	 truth	to forget	1
 truth	to believe	 naked	1
 power	a thigh	to choose	1
a thigh	 power	 pain	0
 clothes	 pain	 power	0
pink	to teach	the ground	1
to teach	pink	 soft	0
 powerful	 soft	pink	0
gray	to speak	 grass	1
to speak	gray	 soft	0
 source	 soft	gray	1
 soft	 source	 child	1
to deceive	 soft	 source	1
 soft	to deceive	a knife	0
a boot	a knife	to deceive	1
a knife	a boot	a story	1
 soft	blue	a cloud	0
to seek	a cloud	blue	0
a teacher	brown	 country	0
to destroy	 country	brown	0
brown	a month	an item	1
a month	brown	 country	0
a message	 country	brown	1
 country	a message	 grief	0
 clothes	 grief	a message	1
 grief	 clothes	a reason	1
a family	 powerful	 pain	1
 powerful	a family	a month	1
 naked	to forget	a cheek	0
a vein	a cheek	to forget	1
a cheek	a vein	 cheap	1
a collar	 under	a toe	0
 dish	a toe	 under	0
a grandfather	to read	 grass	1
to read	a grandfather	a picture	0
 chest	a picture	a grandfather	1
a picture	 chest	 power	1
 power	a thigh	to choose	0
yellow	to choose	a thigh	0
a business	to disturb	a thigh	1
to disturb	a business	 other	0
to destroy	 other	a business	1
 other	to destroy	 week	1
 money	green	 soft	1
green	 money	 noise	1
 grief	a message	 chest	1
a message	 grief	 clothes	1
a shelf	an item	to know	1
an item	a shelf	 meat	1
to deceive	 thick	a corner	1
 thick	to deceive	a knife	0
a boot	a knife	to deceive	1
a knife	a boot	a story	1
 child	 source	to eat	0
to bother	to eat	 source	0
a shirt	a gift	to know	1
a gift	a shirt	a ladder	1
a family	 clever	a heel	1
 clever	a family	a month	1
to believe	 truth	to forget	1
 truth	to believe	to eat	1
 dish	a toe	 under	0
a collar	 under	a toe	0
a knife	to deceive	 life	1
to deceive	a knife	a boot	0
 thick	a boot	a knife	0
 under	a toe	a story	1
a toe	 under	a collar	1
a bed	 dish	red	1
 dish	a bed	to grow	1
a month	 life	 thin	1
 life	a month	an item	1
a pillow	to win	 sad	1
to win	a pillow	to grow	0
a shoe	to grow	a pillow	1
to grow	a shoe	a story	1
 gentle	a story	a grandfather	0
a picture	a grandfather	a story	1
a grandfather	a picture	 chest	0
 power	 chest	a picture	1
 chest	 power	 pain	0
orange	 pain	 power	0
 famous	 weak	a corner	0
a leg	a corner	 weak	1
a corner	a leg	purple	1
 people	a shelf	a shirt	0
a ladder	a shirt	a shelf	0
a mistake	 money	 noise	0
a needle	 noise	 money	0
a shirt	a box	 meat	1
a box	a shirt	a ladder	1
orange	 pain	 clothes	0
a ladder	 clothes	 pain	0
an arm	a mistake	to eat	1
a mistake	an arm	to choose	0
yellow	to choose	an arm	0
brown	a month	an item	0
to know	an item	a month	1
an item	to know	 grass	1
 hair	 famous	a family	0
a picture	a family	 famous	1
a family	a picture	 chest	0
 power	 chest	a picture	1
 chest	 power	 pain	0
orange	 pain	 power	0
a roof	to melt	to deceive	0
 life	to deceive	to melt	1
to deceive	 life	 clothes	1
 week	to deceive	 life	1
to know	a picture	a fish	0
a shirt	a fish	a picture	0
a shoe	brown	a roof	0
white	a roof	brown	0
an item	 thin	a chair	1
 thin	an item	 people	1
to know	a picture	a fish	0
a shirt	a fish	a picture	0
 dirt	to win	 money	0
 thick	 money	to win	0
a grandfather	a corner	green	1
a corner	a grandfather	 sad	0
to add	 sad	a grandfather	1
 sad	to add	to lose	0
 money	to lose	to add	0
red	to hear	 truth	0
 weight	 truth	to hear	0
a teacher	orange	a woman	0
a month	a woman	orange	1
a woman	a month	 thin	0
a chair	 thin	a month	1
 thin	a chair	to choose	0
to carry	to choose	a chair	1
a knife	a cloud	a needle	1
a cloud	a knife	 country	0
to forget	 country	a knife	1
 country	to forget	 truth	0
 weight	 truth	to forget	1
 truth	 weight	 money	0
a nose	a pillow	the ground	1
a pillow	a nose	 sick	0
a family	 sick	a nose	0
to steal	a message	to know	0
 truth	to know	a message	1
to know	 truth	 weight	1
gray	to disturb	 grass	0
 soft	 grass	to disturb	1
 grass	 soft	 naked	0
 power	 naked	 soft	1
 naked	 power	black	0
a shoe	black	 power	1
 dish	 famous	a cheek	1
 famous	 dish	to sell	0
a shelf	to sell	 dish	1
to sell	a shelf	pink	0
a gift	pink	a shelf	1
pink	a gift	 people	0
 soft	 grass	to deceive	1
 grass	 soft	 naked	0
to hear	 naked	 soft	1
 naked	to hear	red	1
a collar	to grow	 money	0
 thick	 money	to grow	0
to disturb	 week	 thin	1
 week	to disturb	gray	1
a gift	pink	 source	0
to eat	 source	pink	1
 source	to eat	to speak	0
red	to speak	to eat	0
to forget	 country	 milk	1
 country	to forget	 truth	0
 weight	 truth	to forget	0
to believe	a box	green	1
a box	to believe	to teach	0
orange	to teach	to believe	0
to lose	to forget	 truth	0
 weight	 truth	to forget	0
to melt	a cheek	 sick	0
a family	 sick	a cheek	1
 sick	a family	 sad	0
to add	 sad	a family	1
 sad	to add	to lose	0
 money	to lose	to add	0
a needle	gray	 source	1
gray	a needle	a nest	0
 memory	a nest	a needle	0
a shoe	brown	a roof	1
brown	a shoe	to bother	0
 grass	to bother	a shoe	0
 dish	 famous	a cheek	1
 famous	 dish	to sell	1
to steal	a message	to know	0
to teach	to know	a message	1
to know	to teach	orange	1
a story	 chest	to win	1
 chest	a story	a fish	0
to read	a fish	a story	0
an arm	blue	a table	0
pink	a table	blue	0
to add	 sad	a family	1
 sad	to add	a thigh	0
to win	a thigh	to add	0
to grow	to carry	 child	1
to carry	to grow	a collar	1
 people	a gift	to believe	0
 truth	to believe	a gift	1
to believe	 truth	 weight	1
a toe	 under	white	1
 under	a toe	purple	1
 memory	a nest	to believe	1
a nest	 memory	a heel	1
 life	green	 source	0
to eat	 source	green	1
 source	to eat	a shirt	1
a ladder	a toe	purple	0
a gift	purple	a toe	1
purple	a gift	 people	0
 milk	 people	a gift	1
 people	 milk	 pain	1
white	a ladder	a message	0
to steal	a message	a ladder	0
 under	 pain	a heel	0
purple	a heel	 pain	1
a heel	purple	a woman	0
a picture	a woman	purple	1
a woman	a picture	to know	0
to teach	to know	a picture	1
red	to hear	 truth	0
to teach	 truth	to hear	1
 truth	to teach	a cloud	0
a knife	a cloud	to teach	1
a cloud	a knife	 country	0
to forget	 country	a knife	1
 grief	 gentle	 naked	0
 power	 naked	 gentle	1
 naked	 power	a cheek	1
to deceive	 dirt	 soft	1
 dirt	to deceive	 famous	0
 dish	 famous	to deceive	1
 famous	 dish	to sell	0
 chest	to sell	 dish	1
to sell	 chest	a story	0
a gift	red	a table	1
red	a gift	 people	1
 sad	a family	to destroy	1
a family	 sad	to add	1
a month	a woman	a picture	0
a fish	a picture	a woman	1
a picture	a fish	to read	0
red	to read	a fish	0
a reason	 weak	an item	1
 weak	a reason	to seek	0
 clothes	to seek	a reason	0
to speak	to eat	a shirt	0
 clever	a shirt	to eat	0
 weak	 memory	a heel	1
 memory	 weak	a reason	0
to seek	a reason	 weak	1
a reason	to seek	 clothes	0
to hear	 clothes	to seek	0
a heel	 grief	 under	0
a toe	 under	 grief	1
 under	a toe	purple	0
an arm	purple	a toe	1
purple	an arm	 hair	0
 gentle	 hair	an arm	1
 truth	to hear	red	1
to hear	 truth	 weight	1
a month	a woman	a picture	0
to know	a picture	a woman	0
a heel	 grief	 under	0
a toe	 under	 grief	0
an item	 thin	a reason	0
to seek	a reason	 thin	1
a reason	to seek	 clothes	1
to sell	 dish	a shirt	0
 clever	a shirt	 dish	1
a shirt	 clever	a vein	0
 powerful	a vein	 clever	1
a vein	 powerful	a cheek	1
 weak	 memory	a heel	1
 memory	 weak	a reason	0
to seek	a reason	 weak	1
a reason	to seek	 clothes	1
a toe	 under	white	0
brown	white	 under	1
white	brown	a roof	1
to teach	to believe	 truth	0
a fish	 truth	to believe	0
to believe	a box	green	0
 source	green	a box	1
green	 source	to eat	0
to speak	to eat	 source	1
to eat	to speak	 week	0
to disturb	 week	to speak	1
a grandfather	a corner	green	1
a corner	a grandfather	 sad	0
a family	 sad	a grandfather	1
 sad	a family	to destroy	0
a business	to destroy	a family	1
to destroy	a business	blue	0
a woman	red	 source	0
to eat	 source	red	0
red	to believe	a shoe	1
to believe	red	to lose	1
 power	a cheek	a knife	1
a cheek	 power	 country	0
 grass	 country	 power	1
 country	 grass	 cheap	0
to deceive	 cheap	 grass	0
pink	green	 gentle	1
green	pink	a heel	1
yellow	to disturb	a picture	1
to disturb	yellow	 milk	0
green	 milk	yellow	0
to grow	to destroy	the ground	1
to destroy	to grow	 pain	0
a pillow	 pain	to grow	1
 pain	a pillow	to know	1
a needle	 life	to choose	0
a nest	to choose	 life	0
 memory	a picture	a woman	1
a picture	 memory	a fish	0
to destroy	a fish	 memory	0
 source	a mistake	red	1
a mistake	 source	 dish	0
purple	 dish	 source	1
 dish	purple	 under	0
 weak	 under	purple	1
 under	 weak	to forget	0
 truth	a chair	 dirt	1
a chair	 truth	brown	0
to arrive	brown	 truth	0
a collar	to melt	to bother	1
to melt	a collar	a word	0
a cloud	a word	a collar	1
a word	a cloud	 sad	0
a vein	 sad	a cloud	1
 sad	a vein	to win	0
a box	pink	a heel	1
pink	a box	to steal	0
the ground	to steal	a box	1
to steal	the ground	 week	0
 life	 week	the ground	1
 week	 life	a needle	0
to destroy	 meat	green	0
a heel	green	 meat	1
green	a heel	white	0
 milk	white	a heel	1
white	 milk	a toe	0
a story	a toe	 milk	1
to bother	 thick	 sick	1
 thick	to bother	a picture	0
a woman	a picture	to bother	1
a picture	a woman	a chair	0
 truth	a chair	a woman	1
a chair	 truth	a leg	0
a family	to teach	a cheek	1
to teach	a family	to choose	0
a bed	to choose	a family	1
to choose	a bed	a message	0
 thick	a message	a bed	1
a message	 thick	a gift	0
a shoe	to believe	a leg	1
to believe	a shoe	an arm	0
to read	an arm	a shoe	1
an arm	to read	 clothes	0
blue	 clothes	to read	1
 clothes	blue	 under	0
 hair	to forget	a shoe	1
to forget	 hair	blue	0
a box	blue	 hair	1
blue	a box	to steal	0
the ground	to steal	a box	1
to steal	the ground	 week	0
to know	a bed	a message	0
 thick	a message	a bed	1
a message	 thick	to bother	0
a picture	to bother	 thick	1
to bother	a picture	 memory	0
a fish	 memory	a picture	1
a heel	red	 under	1
red	a heel	white	0
to lose	white	a heel	1
white	to lose	a corner	0
 chest	a corner	to lose	1
a corner	 chest	 soft	0
 child	white	a heel	1
white	 child	black	0
 milk	black	 child	1
black	 milk	a toe	0
white	a toe	 milk	1
a toe	white	a heel	0
 people	 source	red	1
 source	 people	to disturb	0
yellow	to disturb	 people	1
to disturb	yellow	pink	0
a heel	pink	yellow	1
pink	a heel	a story	0
a shirt	 dirt	 cheap	1
 dirt	a shirt	 other	0
to disturb	 other	a shirt	1
 other	to disturb	yellow	0
 under	yellow	to disturb	1
yellow	 under	 weak	0
to hear	a business	to choose	1
a business	to hear	a shoe	0
an arm	a shoe	to hear	1
a shoe	an arm	to read	0
 clothes	to read	an arm	1
to read	 clothes	blue	0
a shoe	to believe	a leg	1
to believe	a shoe	an arm	0
to read	an arm	a shoe	1
an arm	to read	 clothes	0
blue	 clothes	to read	1
 clothes	blue	a heel	0
a knife	a nose	 power	1
a nose	a knife	a business	0
to hear	a business	a knife	1
a business	to hear	a ladder	0
to teach	a ladder	to hear	1
a ladder	to teach	a cheek	1
green	 milk	a toe	1
 milk	green	a heel	0
a story	a heel	green	1
a heel	a story	a woman	0
a chair	a woman	a story	1
a woman	a chair	 truth	0
a story	a heel	white	0
pink	white	a heel	1
white	pink	to lose	0
a corner	to lose	pink	1
to lose	a corner	 chest	0
 thin	 chest	a corner	1
a table	to deceive	the ground	1
to deceive	a table	 dirt	1
a word	a collar	 other	1
a collar	a word	a cloud	0
 sad	a cloud	a word	1
a cloud	 sad	a vein	0
to win	a vein	 sad	1
a vein	to win	a corner	0
to destroy	a fish	green	1
a fish	to destroy	the ground	0
a shirt	the ground	to destroy	1
the ground	a shirt	 other	0
 money	 other	a shirt	0
a heel	black	 milk	1
black	a heel	white	0
 milk	white	a heel	1
white	 milk	green	0
 gentle	green	 milk	1
green	 gentle	 weight	0
an item	a grandfather	to choose	1
a grandfather	an item	to speak	1
a nose	to win	a corner	1
to win	a nose	a knife	0
a business	a knife	a nose	1
a knife	a business	to hear	0
a ladder	to hear	a business	1
to hear	a ladder	 powerful	0
 money	 other	to disturb	1
 other	 money	a month	0
 life	a month	 money	1
a month	 life	a needle	0
a mistake	a needle	 life	1
a needle	a mistake	red	0
green	 meat	to destroy	1
 meat	green	 gentle	1
 other	a shirt	blue	0
 under	blue	a shirt	1
blue	 under	to teach	0
a cheek	to teach	 under	1
to teach	a cheek	 power	0
 dish	 power	a cheek	1
 cheap	 dirt	a shirt	1
 dirt	 cheap	to deceive	0
the ground	to deceive	 cheap	1
to deceive	the ground	 week	0
 life	 week	the ground	1
 week	 life	a needle	0
to destroy	a fish	green	1
a fish	to destroy	to grow	0
 pain	to grow	to destroy	1
to grow	 pain	a pillow	0
to know	a pillow	 pain	1
a pillow	to know	a shoe	0
 soft	 chest	 thin	1
 chest	 soft	 weight	0
orange	 weight	 soft	1
 weight	orange	a grandfather	0
to choose	a grandfather	orange	1
a grandfather	to choose	a bed	0
the ground	to deceive	a table	1
to deceive	the ground	 week	0
 grief	 week	the ground	1
 week	 grief	a pillow	0
to know	a pillow	 grief	0
a nose	to win	a corner	1
to win	a nose	a knife	0
a business	a knife	a nose	1
a knife	a business	to hear	0
a shoe	to hear	a business	1
to hear	a shoe	a story	0
to add	a leg	to read	0
 clothes	to read	a leg	1
to read	 clothes	blue	0
to lose	blue	 clothes	0
a bed	to seek	a nest	1
to seek	a bed	a message	0
 thick	a message	a bed	1
a message	 thick	to bother	1
to grow	to destroy	the ground	1
to destroy	to grow	 pain	0
 clever	 pain	to grow	1
 pain	 clever	a roof	0
to teach	a roof	 clever	1
a roof	to teach	a cheek	0
to win	a vein	a mistake	0
 source	a mistake	a vein	1
a mistake	 source	 people	1
a ladder	to speak	to believe	1
to speak	a ladder	 powerful	1
a roof	 clever	 country	1
 clever	a roof	to teach	0
a family	to teach	a roof	1
to teach	a family	to choose	0
a bed	to choose	a family	1
to choose	a bed	a message	0
a story	a heel	white	1
a heel	a story	a woman	0
black	a woman	a story	1
a woman	black	 child	0
a family	 child	black	1
 child	a family	to choose	0
to add	a thigh	 thin	1
a thigh	to add	 naked	0
a teacher	 naked	to add	1
 naked	a teacher	a cheek	1
a pillow	 pain	 clever	1
 pain	a pillow	to know	0
a leg	to know	a pillow	1
to know	a leg	white	0
 milk	white	a leg	1
white	 milk	green	0
a bed	to seek	a nest	1
to seek	a bed	a message	0
 thick	a message	a bed	1
a message	 thick	a gift	0
gray	a gift	 thick	1
a gift	gray	 famous	0
a toe	 milk	green	1
 milk	a toe	white	0
 child	white	a toe	0
purple	 dish	green	1
 dish	purple	 gentle	0
 weight	 gentle	purple	1
 gentle	 weight	a corner	0
 chest	a corner	 weight	1
a corner	 chest	 thin	0
 dirt	a table	 truth	1
a table	 dirt	 cheap	0
to deceive	 cheap	 dirt	1
 cheap	to deceive	a table	0
 dirt	a table	to deceive	1
a table	 dirt	a shirt	0
 week	the ground	a shirt	1
the ground	 week	 grief	0
a pillow	 grief	 week	1
 grief	a pillow	to know	0
a shoe	to know	a pillow	1
to know	a shoe	an arm	0
to choose	a family	an item	0
to speak	an item	a family	1
an item	to speak	to believe	1
a cloud	a word	to believe	1
a word	a cloud	 sad	1
a boot	 hair	blue	0
a heel	blue	 hair	0
yellow	to disturb	a picture	0
 memory	a picture	to disturb	0
to seek	to arrive	a nest	1
to arrive	to seek	a bed	0
to know	a bed	to seek	1
a bed	to know	a shoe	1
 milk	white	 child	0
a family	 child	white	1
 child	a family	to choose	0
a nest	to choose	a family	1
to choose	a nest	to sell	0
to eat	to sell	a nest	1
a knife	a cheek	 thin	1
a cheek	a knife	a business	0
to hear	a business	a knife	0
green	 meat	to destroy	1
 meat	green	 gentle	0
 weight	 gentle	green	1
 gentle	 weight	orange	0
 under	orange	 weight	1
orange	 under	 weak	0
yellow	to disturb	a picture	0
 memory	a picture	to disturb	1
a picture	 memory	a pillow	0
to know	a pillow	 memory	1
a pillow	to know	a shoe	0
an arm	a shoe	to know	1
a corner	to lose	a nose	1
to lose	a corner	a thigh	0
 thin	a thigh	a corner	1
a thigh	 thin	a gift	0
gray	a gift	 thin	1
a gift	gray	 child	1
a table	to deceive	the ground	1
to deceive	a table	 dirt	0
 cheap	 dirt	a table	1
 dirt	 cheap	to deceive	0
a table	to deceive	 cheap	1
to deceive	a table	 dirt	0
 weight	 gentle	 sick	1
 gentle	 weight	orange	0
a grandfather	orange	 weight	1
orange	a grandfather	an item	0
to speak	an item	a grandfather	1
an item	to speak	a ladder	0
a heel	white	to lose	1
white	a heel	a story	1
to bother	 thin	a gift	1
 thin	to bother	a shoe	1
to forget	 weak	a gift	0
gray	a gift	 weak	1
a gift	gray	 famous	1
to win	a vein	a mistake	0
 source	a mistake	a vein	1
a mistake	 source	 people	1
 under	orange	a grandfather	0
to choose	a grandfather	orange	1
a grandfather	to choose	a nest	0
to sell	a nest	to choose	1
a nest	to sell	to eat	0
 meat	to eat	to sell	0
white	a heel	a story	1
a heel	white	 milk	1
a leg	to know	a shoe	1
to know	a leg	to read	0
 clothes	to read	a leg	0
 naked	to add	 hair	1
to add	 naked	blue	0
to lose	blue	 naked	1
blue	to lose	a corner	0
 chest	a corner	to lose	1
a corner	 chest	 soft	0
 naked	to add	 hair	1
to add	 naked	a teacher	0
a family	a teacher	 naked	1
a teacher	a family	to choose	0
a nest	to choose	a family	1
to choose	a nest	to sell	0
an arm	a shoe	a story	1
a shoe	an arm	to add	1
 child	white	 milk	1
white	 child	black	1
 money	 other	to disturb	1
 other	 money	to eat	0
green	to eat	 money	0
 weight	 soft	 sick	1
 soft	 weight	orange	0
a grandfather	orange	 weight	1
orange	a grandfather	black	0
a heel	black	a grandfather	1
black	a heel	a story	1
 chest	a corner	a thigh	1
a corner	 chest	 soft	0
 sick	 soft	 chest	0
 money	 other	to disturb	1
 other	 money	a month	0
 grief	a month	 money	1
a month	 grief	 clever	0
a roof	 clever	 grief	1
 clever	a roof	to teach	1
 other	a collar	a word	1
a collar	 other	 money	0
a month	 money	 other	1
 money	a month	 life	0
to choose	 life	a month	0
a boot	 hair	blue	1
 hair	a boot	an arm	0
to read	an arm	a boot	0
a grandfather	gray	 famous	1
gray	a grandfather	to choose	0
a bed	to choose	a grandfather	1
to choose	a bed	a message	0
 memory	a message	a bed	1
a message	 memory	a fish	0
a ladder	to read	 clothes	1
to read	a ladder	 powerful	0
 country	 powerful	a ladder	1
 powerful	 country	 grass	0
a shirt	 grass	 country	1
 grass	a shirt	 other	0
green	 meat	to destroy	1
 meat	green	 gentle	1
a cloud	a word	to believe	0
a shoe	to believe	a word	1
to believe	a shoe	an arm	0
to read	an arm	a shoe	1
an arm	to read	a ladder	0
 powerful	a ladder	to read	1
to eat	to sell	the ground	1
to sell	to eat	 meat	0
to destroy	 meat	to eat	1
 meat	to destroy	to grow	0
 pain	to grow	to destroy	1
to grow	 pain	 clever	0
 weak	 milk	 soft	1
 milk	 weak	to carry	1
a heel	to read	a month	0
 hair	a month	to read	0
to bother	to hear	a shirt	1
to hear	to bother	a knife	0
a pillow	a knife	to bother	0
 dish	green	to choose	1
